duration,protocol,service,flag,src_bytes,dst_bytes,count,srv_count,dst_host_count,attack_type
551,smtp,irc,SH,2173,2615,90,67,37,Botnet
8808,tcp,smtp,RSTO,2741,4958,42,4,148,Normal
9548,icmp,dns,SH,1299,463,0,27,85,Normal
1264,ftp,smtp,RSTO,55,199,87,98,156,BruteForce
7977,http,irc,REJ,4502,4967,97,78,122,Normal
4259,tcp,dns,SH,4990,4388,84,46,179,Normal
9805,http,http,RSTO,490,73,60,73,166,BruteForce
5466,tcp,dns,SF,5586,4241,6,38,16,Infiltration
6914,https,snmp,S0,3992,110,13,70,212,Normal
393,smtp,ftp,RSTO,1141,207,49,23,131,WebAttack
6137,tcp,http,REJ,4333,2585,38,40,58,Normal
1505,dns,dns,OTH,467,87,56,97,222,BruteForce
83,dns,irc,SF,12322,13,83,89,244,DoS
8121,http,telnet,SF,4239,2414,63,0,236,Normal
1063,dns,telnet,RSTO,3794,4955,99,32,64,Normal
6514,http,ssh,SH,3731,1926,34,4,77,Normal
516,ftp,telnet,SH,1900,534,22,48,156,WebAttack
5354,icmp,irc,S0,2758,774,82,85,202,Normal
1515,icmp,irc,RSTR,92,41,97,80,2,BruteForce
9939,https,ssh,SF,4460,1794,8,3,68,Normal
5267,icmp,ssh,S0,100,63,86,93,227,BruteForce
498,http,dns,REJ,1015,559,23,49,218,WebAttack
7602,dns,smtp,OTH,3587,1826,85,77,44,Normal
8106,tcp,smtp,RSTO,3373,3231,34,15,117,Normal
3359,udp,snmp,REJ,64,4348,0,80,45,Normal
8909,https,http,S0,2546,1702,86,46,66,Normal
6166,dns,ssh,REJ,269,162,60,93,188,BruteForce
5011,tcp,http,REJ,4315,1994,31,49,216,Normal
295,udp,snmp,SF,1252,993,34,30,196,WebAttack
7551,tcp,http,S0,291,166,62,62,74,BruteForce
5665,http,smtp,OTH,2282,3382,17,59,162,Normal
1284,http,dns,RSTO,4469,3515,53,91,187,Normal
8284,tcp,irc,SH,3474,473,80,15,238,Normal
3800,udp,ssh,RSTR,3651,2761,12,12,9,Infiltration
99,smtp,http,RSTO,14434,23,72,92,33,DoS
671,icmp,snmp,SH,146,2440,61,43,211,Normal
9592,udp,smtp,REJ,803,1935,21,83,0,Normal
47,icmp,irc,SH,7636,34,96,88,69,DoS
29,dns,http,OTH,8963,16,88,91,233,DoS
83,tcp,smtp,OTH,12054,83,72,88,42,DoS
4375,dns,dns,OTH,2775,2172,40,93,169,Normal
2806,smtp,telnet,REJ,5865,6783,43,43,8,Infiltration
3737,icmp,snmp,RSTR,1282,2555,63,8,61,Normal
57,https,smtp,SF,2737,1267,83,94,23,Normal
3004,dns,http,REJ,724,366,98,49,10,Normal
4327,dns,http,S0,3993,1440,94,97,179,Normal
7863,tcp,http,S0,2245,1886,6,34,154,Normal
3235,ftp,irc,SH,432,3070,90,6,60,Normal
8288,smtp,irc,SF,2517,3032,1,75,207,Normal
811,ftp,snmp,RSTO,2937,2914,99,76,101,Botnet
30,smtp,irc,SF,9249,44,91,78,118,DoS
639,https,ftp,REJ,2999,1899,76,54,139,Botnet
2406,http,dns,RSTR,156,176,65,56,0,BruteForce
299,icmp,http,S0,1188,314,38,31,8,WebAttack
9110,https,ftp,REJ,4343,1199,72,40,250,Normal
5627,https,snmp,SH,3099,1018,17,78,108,Normal
5739,dns,telnet,REJ,1726,2623,89,81,172,Normal
3184,dns,ssh,OTH,3657,1608,89,65,170,Normal
1929,http,http,REJ,35,5,56,62,143,BruteForce
9866,icmp,telnet,SF,30,2780,78,5,21,Normal
6042,https,http,RSTR,3025,3514,39,74,71,Normal
4442,https,snmp,RSTR,2865,1497,9,59,217,Normal
4425,smtp,dns,REJ,2661,3014,5,31,50,Normal
3225,https,ftp,REJ,3930,597,41,29,81,Normal
7432,udp,ftp,S0,2100,2481,32,94,99,Normal
422,dns,ftp,S0,3661,2541,8,78,243,Normal
9515,tcp,http,RSTR,4514,3537,29,58,232,Normal
9018,ftp,telnet,S0,2354,4327,7,38,215,Normal
2067,icmp,irc,OTH,1926,4378,71,27,124,Normal
76,tcp,dns,RSTO,13211,31,90,90,16,DoS
2382,http,ssh,SH,2447,2181,38,81,236,Normal
5884,ftp,snmp,RSTO,985,3867,98,14,249,Normal
9885,ftp,ssh,RSTO,4262,509,45,31,65,Normal
30,smtp,irc,RSTO,7445,65,93,96,228,DoS
458,smtp,ftp,SF,1759,768,33,32,41,WebAttack
442,http,http,S0,740,245,40,28,160,WebAttack
7677,icmp,irc,SH,4655,3749,61,76,34,Normal
2292,http,irc,RSTR,289,3711,15,56,138,Normal
1692,dns,ssh,REJ,22,485,5,82,139,Normal
7933,icmp,smtp,RSTO,1787,3213,46,74,213,Normal
2266,icmp,ftp,RSTO,3943,4386,24,16,69,Normal
3053,icmp,snmp,REJ,4132,3802,35,45,15,Normal
1324,icmp,ssh,OTH,3107,1142,89,82,238,Botnet
234,smtp,ssh,OTH,1820,368,36,24,118,WebAttack
261,http,smtp,SF,615,485,36,27,70,WebAttack
4376,http,snmp,SH,2614,2770,28,58,32,Normal
3420,ftp,snmp,OTH,724,737,57,51,34,Normal
1381,https,dns,OTH,4827,4226,51,8,181,Normal
9149,dns,telnet,S0,1621,3404,75,78,89,Normal
1620,http,snmp,S0,1772,2311,68,81,236,Botnet
5682,tcp,dns,OTH,2487,18,10,39,54,Normal
9325,http,smtp,REJ,1682,4602,3,3,28,Normal
3285,udp,irc,REJ,4318,2974,78,98,194,Normal
9692,icmp,smtp,S0,325,1115,87,76,44,Normal
7618,icmp,smtp,SH,2784,4221,58,86,91,Normal
7323,http,telnet,RSTR,4408,3861,81,85,178,Normal
843,udp,smtp,SH,4313,1346,58,16,65,Normal
2830,http,irc,REJ,4882,2642,47,3,52,Normal
3431,tcp,dns,SF,1026,3202,60,35,136,Normal
681,https,smtp,REJ,2676,3250,81,88,167,Botnet
6957,udp,dns,REJ,3630,4780,75,15,182,Normal
2006,ftp,http,RSTR,1885,3005,8,1,24,Infiltration
7330,icmp,snmp,SH,195,50,68,93,20,BruteForce
3451,udp,ftp,OTH,2136,16,20,49,38,Infiltration
5793,icmp,telnet,SH,240,762,0,11,192,Normal
9939,tcp,telnet,REJ,3458,607,11,90,130,Normal
2103,ftp,smtp,REJ,2251,964,79,84,61,Normal
3121,icmp,smtp,REJ,3253,256,76,51,31,Normal
5333,smtp,telnet,SF,279,171,73,67,173,BruteForce
9877,smtp,dns,SH,1635,1551,67,7,183,Normal
11,https,dns,S0,9829,33,79,74,191,DoS
5088,icmp,http,RSTR,908,276,4,34,212,Normal
5608,udp,telnet,SF,419,4980,35,35,209,Infiltration
7534,icmp,ftp,OTH,938,1539,39,36,83,Normal
6658,ftp,http,S0,100,48,56,95,92,BruteForce
6374,dns,http,RSTO,1536,3833,69,58,245,Normal
5547,http,http,OTH,4489,278,7,20,6,Normal
4817,http,snmp,SH,477,196,61,90,101,BruteForce
66,https,dns,OTH,4905,2049,42,75,149,Normal
6950,icmp,ftp,RSTO,2265,2845,76,55,29,Normal
6550,ftp,telnet,SH,116,23,60,51,175,BruteForce
794,http,irc,RSTO,445,3538,26,62,20,Normal
2061,tcp,dns,OTH,3021,3696,85,19,90,Normal
1922,dns,irc,S0,2006,3755,56,20,222,Normal
7857,icmp,smtp,SH,4722,2622,9,43,92,Infiltration
1443,http,http,REJ,435,1326,76,33,156,Normal
739,udp,ftp,OTH,570,696,41,49,190,Normal
1115,icmp,telnet,REJ,2393,2512,52,74,190,Botnet
614,icmp,ssh,RSTO,4819,1758,69,39,191,Normal
4314,https,ftp,RSTO,1403,426,65,62,128,Normal
686,udp,telnet,OTH,3863,1028,86,61,48,Botnet
9241,smtp,http,RSTO,2586,105,66,73,155,Normal
6091,smtp,snmp,SF,3094,2791,56,60,7,Normal
9268,dns,ftp,S0,2415,4795,93,16,0,Normal
1140,ftp,ftp,S0,3443,2202,63,55,238,Botnet
7859,icmp,ftp,SF,860,3528,10,49,205,Normal
5059,udp,dns,RSTO,321,48,59,95,31,BruteForce
8090,icmp,snmp,RSTR,3457,770,63,50,144,Normal
7975,tcp,ssh,SH,1992,1959,69,37,249,Normal
3556,http,smtp,SH,4489,1967,74,32,207,Normal
238,dns,http,SF,2094,3556,41,37,178,Normal
5779,tcp,dns,SH,3449,4810,9,81,45,Normal
2180,https,ftp,RSTR,3766,1842,7,36,127,Infiltration
5606,icmp,http,SH,1215,4202,89,30,59,Normal
9430,dns,irc,RSTO,824,2471,5,47,237,Normal
6488,ftp,telnet,RSTO,946,4461,30,67,63,Normal
865,dns,telnet,SH,1484,4551,60,88,247,Normal
25,icmp,ssh,S0,10537,62,85,74,187,DoS
8084,udp,smtp,REJ,4889,305,18,81,90,Normal
9523,tcp,http,OTH,4265,139,11,65,125,Normal
9419,smtp,smtp,SF,1859,2902,84,83,79,Normal
8043,udp,dns,RSTR,4985,3934,29,26,248,Normal
654,icmp,dns,REJ,793,165,28,44,86,WebAttack
401,tcp,dns,RSTR,336,402,70,34,254,Normal
4921,dns,ftp,RSTO,343,160,79,57,146,BruteForce
2152,dns,http,SF,1903,5950,25,36,154,Infiltration
3726,dns,telnet,RSTR,871,3658,13,30,142,Normal
7344,tcp,smtp,S0,370,159,93,89,116,BruteForce
3143,icmp,telnet,REJ,1321,168,64,21,225,Normal
9735,ftp,snmp,RSTR,831,2938,41,41,134,Normal
1250,icmp,irc,RSTO,99,144,68,80,235,BruteForce
1933,icmp,irc,RSTO,3604,3042,55,12,83,Normal
7523,http,telnet,SF,3280,986,3,10,99,Infiltration
658,ftp,ssh,OTH,4150,1026,41,57,10,Normal
152,http,smtp,SH,1419,23,21,35,250,WebAttack
7021,ftp,dns,RSTR,1912,4464,33,25,136,Infiltration
1836,tcp,ftp,RSTR,4056,4211,23,80,76,Normal
9084,udp,smtp,REJ,196,2114,56,55,252,Normal
7150,ftp,http,RSTO,1486,1061,30,64,91,Normal
7997,http,irc,S0,2388,5820,30,1,152,Infiltration
5296,ftp,irc,RSTO,838,1820,87,62,47,Normal
3834,ftp,ftp,OTH,4612,2136,49,33,156,Infiltration
942,https,telnet,RSTO,1794,3845,75,92,159,Botnet
6029,dns,telnet,OTH,889,2226,6,14,87,Infiltration
2878,udp,ftp,RSTR,578,3052,38,42,2,Infiltration
6383,tcp,telnet,S0,369,23,65,53,126,BruteForce
636,icmp,ssh,RSTR,1312,388,35,48,167,WebAttack
2615,https,ssh,S0,2003,2345,47,6,154,Normal
6232,https,ftp,RSTO,1458,4632,13,22,71,Normal
1522,http,smtp,S0,43,123,87,92,17,BruteForce
1958,dns,ssh,RSTR,2716,1601,60,0,27,Normal
90,smtp,dns,S0,13995,68,74,78,71,DoS
2142,tcp,telnet,SF,361,254,28,59,180,Normal
4951,smtp,dns,S0,3623,3203,15,18,193,Normal
8420,tcp,telnet,OTH,1009,2061,53,44,228,Normal
8869,dns,ssh,RSTR,3297,2752,40,56,139,Normal
195,icmp,http,RSTO,1916,756,37,29,15,WebAttack
7212,https,snmp,REJ,310,58,53,91,116,BruteForce
382,icmp,smtp,S0,982,660,77,2,89,Normal
811,udp,http,OTH,3863,1069,72,59,250,Botnet
856,ftp,http,RSTR,1754,836,45,20,211,WebAttack
1127,http,telnet,SH,1677,1100,74,49,174,Botnet
2331,ftp,dns,SH,2592,1949,89,78,182,Normal
1353,udp,http,RSTO,3648,2927,73,82,229,Botnet
683,smtp,dns,S0,1637,57,43,32,99,WebAttack
3507,icmp,ftp,RSTO,1071,2122,99,54,33,Normal
4769,smtp,snmp,SF,2922,3441,93,22,138,Normal
5776,ftp,snmp,RSTO,5486,3764,2,4,240,Infiltration
8783,https,http,S0,6,755,4,47,138,Normal
8422,udp,snmp,RSTO,1404,2587,54,24,42,Normal
939,http,snmp,S0,3103,1462,81,44,155,Botnet
10,ftp,dns,OTH,10051,70,85,89,182,DoS
5535,https,http,SH,362,1329,8,41,22,Infiltration
8232,icmp,irc,REJ,2248,505,22,4,94,Normal
682,smtp,ssh,RSTR,1487,399,28,32,211,WebAttack
298,icmp,smtp,SF,1355,522,34,32,15,WebAttack
4036,icmp,snmp,REJ,3199,1531,33,6,11,Normal
829,icmp,smtp,S0,1688,4124,14,15,137,Normal
8109,https,http,OTH,3876,1425,23,82,41,Normal
802,dns,dns,SF,3093,1980,15,64,140,Normal
9515,ftp,dns,SH,22,49,64,50,207,BruteForce
4683,udp,ssh,OTH,92,150,95,98,200,BruteForce
6641,ftp,irc,RSTR,4189,3792,82,49,130,Normal
82,ftp,snmp,S0,8120,79,91,97,42,DoS
7480,smtp,irc,S0,1424,997,13,24,95,Infiltration
7348,ftp,ftp,REJ,6251,6571,7,29,188,Infiltration
6048,smtp,irc,S0,2188,401,16,56,67,Normal
8647,smtp,ftp,RSTR,2666,3241,90,65,138,Normal
8254,icmp,ssh,S0,3935,849,97,93,151,Normal
1215,https,snmp,OTH,2943,757,88,30,217,Normal
8442,dns,smtp,RSTO,429,179,50,76,68,BruteForce
8621,udp,smtp,S0,1499,3901,80,46,92,Normal
72,https,smtp,S0,7261,50,82,88,8,DoS
4034,udp,telnet,OTH,232,171,63,62,187,BruteForce
5341,tcp,http,OTH,1290,302,4,36,199,Normal
9558,dns,ftp,OTH,3203,2889,35,29,138,Normal
201,tcp,ssh,OTH,684,390,20,33,159,WebAttack
1427,smtp,snmp,RSTO,991,2042,35,77,223,Normal
8526,udp,snmp,RSTR,356,64,83,74,91,BruteForce
4863,https,ftp,REJ,549,1362,4,55,15,Normal
6761,tcp,irc,S0,6746,2450,12,48,149,Infiltration
7113,smtp,telnet,REJ,79,1377,75,55,135,Normal
7509,udp,ftp,S0,11,2207,76,58,25,Normal
7357,udp,smtp,S0,624,5924,38,19,85,Infiltration
5106,ftp,ssh,RSTO,3632,548,84,47,74,Normal
1387,smtp,smtp,SF,4718,1203,33,56,177,Normal
9762,http,http,SF,4400,372,62,80,132,Normal
3421,tcp,telnet,OTH,3665,2096,86,64,185,Normal
9940,udp,ssh,SF,693,1000,71,14,29,Normal
2219,dns,ssh,SH,1299,2791,71,67,163,Normal
4521,icmp,http,SH,4312,1236,23,41,224,Infiltration
33,ftp,snmp,SH,12820,59,99,85,121,DoS
9488,udp,ftp,OTH,4584,147,54,18,125,Normal
868,icmp,dns,REJ,1703,203,29,37,172,WebAttack
7433,http,smtp,SF,1339,34,78,71,97,Normal
4448,smtp,snmp,OTH,4416,4829,61,97,44,Normal
8067,icmp,http,SH,4656,2846,36,87,34,Normal
6334,smtp,smtp,RSTO,4416,99,18,25,139,Normal
9198,http,snmp,RSTR,3758,1470,86,34,193,Normal
8425,http,http,RSTO,802,2192,55,84,182,Normal
7490,tcp,dns,RSTR,3190,5712,20,7,207,Infiltration
4354,ftp,ftp,RSTR,1509,2731,62,67,76,Normal
667,https,snmp,RSTO,1641,623,45,31,29,WebAttack
4879,icmp,telnet,REJ,743,2390,88,41,146,Normal
953,ftp,dns,S0,3611,1468,71,48,77,Botnet
634,dns,ftp,OTH,3189,3985,41,51,100,Botnet
670,ftp,irc,S0,3966,2400,53,67,253,Botnet
9075,icmp,telnet,OTH,4979,1058,7,23,85,Normal
8843,icmp,snmp,OTH,4593,4845,62,33,146,Normal
8257,icmp,snmp,S0,4606,4838,51,23,50,Normal
4921,http,dns,OTH,2072,3411,4,84,227,Normal
6329,https,snmp,RSTR,368,4,82,85,109,BruteForce
636,icmp,snmp,SF,4683,2019,32,59,187,Normal
482,udp,dns,SH,564,620,43,48,98,WebAttack
5316,icmp,ftp,SF,3532,4617,11,12,191,Normal
4054,smtp,telnet,S0,3972,4704,48,25,189,Normal
7896,smtp,dns,SF,4646,4852,55,47,195,Normal
2782,https,telnet,S0,2986,1935,48,91,103,Normal
750,tcp,http,OTH,2927,611,56,55,241,Normal
5370,smtp,http,S0,1242,495,26,33,19,Normal
7851,icmp,smtp,S0,2936,4342,76,35,157,Normal
1418,icmp,telnet,RSTO,3103,3136,83,6,18,Normal
1862,udp,dns,RSTR,2754,3016,40,50,177,Normal
8930,udp,ssh,RSTR,1007,1127,67,46,39,Normal
2673,udp,dns,OTH,3537,2334,31,67,220,Normal
1638,dns,ftp,SH,486,949,14,11,194,Normal
2189,https,ftp,S0,1463,2051,3,93,177,Normal
5925,dns,ftp,SF,1346,1860,90,98,134,Normal
8837,tcp,snmp,RSTR,308,3257,13,79,179,Normal
24,dns,snmp,S0,7970,91,81,93,147,DoS
1868,https,ssh,SF,824,2878,74,64,121,Normal
9415,icmp,ssh,RSTR,31,150,94,99,139,BruteForce
558,https,ssh,SF,3014,3227,49,48,244,Botnet
2533,udp,ssh,S0,260,2700,11,60,16,Normal
773,http,ssh,OTH,1171,552,48,47,99,WebAttack
7342,dns,smtp,RSTO,4313,332,37,20,235,Normal
655,tcp,irc,SH,1827,810,22,21,177,WebAttack
3939,http,snmp,SH,223,77,89,91,134,BruteForce
7980,icmp,telnet,SF,4304,2809,16,31,248,Normal
999,ftp,dns,SF,1440,739,28,49,178,WebAttack
4833,smtp,ftp,S0,4695,2736,8,44,198,Normal
1031,https,http,S0,3459,4832,4,26,75,Normal
8793,dns,ssh,SF,2133,1409,8,18,119,Normal
88,udp,irc,RSTR,12895,43,77,89,137,DoS
3530,ftp,snmp,RSTO,2956,4708,98,95,235,Normal
5395,smtp,ftp,S0,3932,3691,22,25,27,Infiltration
7551,udp,ssh,SH,3681,4080,14,36,43,Normal
3792,udp,ssh,RSTO,3967,159,14,72,188,Normal
565,tcp,telnet,SH,1100,322,37,41,61,WebAttack
7003,http,smtp,S0,1647,2600,87,26,197,Normal
3716,https,telnet,REJ,2655,4544,23,95,18,Normal
552,https,telnet,OTH,1764,3886,47,66,94,Botnet
659,https,dns,RSTR,1950,2058,83,46,18,Botnet
2099,ftp,ftp,REJ,2287,3173,88,15,192,Normal
2216,udp,dns,SH,4859,4943,82,45,217,Normal
1189,ftp,ftp,OTH,2886,1008,97,23,121,Normal
8267,smtp,snmp,OTH,2257,2844,1,36,17,Normal
9088,smtp,ssh,RSTR,3756,4023,48,7,163,Normal
936,https,irc,SH,2269,1375,63,57,165,Botnet
1963,icmp,http,SH,3874,1167,80,72,209,Normal
4530,http,smtp,S0,4049,3183,51,16,151,Normal
7491,smtp,dns,SF,1828,3071,33,31,27,Infiltration
2762,tcp,snmp,SF,1239,1964,25,21,79,Normal
804,https,dns,RSTR,982,293,33,37,88,WebAttack
4087,http,ssh,S0,4439,4182,81,25,220,Normal
7137,dns,irc,RSTR,1393,2655,90,42,133,Normal
863,smtp,smtp,S0,992,171,28,21,27,WebAttack
6991,tcp,smtp,S0,322,142,76,58,93,BruteForce
9470,udp,snmp,RSTO,3325,1818,9,21,242,Normal
933,tcp,http,RSTO,1233,171,27,47,200,WebAttack
1052,dns,ftp,RSTR,3830,2973,21,42,71,Normal
734,tcp,snmp,SH,1272,4566,17,59,128,Normal
6524,icmp,ftp,RSTR,3463,387,39,34,212,Normal
1955,http,ssh,S0,2269,3777,71,21,44,Normal
795,dns,snmp,RSTO,1601,3551,76,86,74,Botnet
597,udp,irc,S0,3148,3688,68,99,67,Botnet
3256,https,snmp,REJ,1122,1921,84,74,252,Normal
52,dns,snmp,OTH,14107,27,81,72,90,DoS
2076,udp,telnet,RSTO,3327,2468,17,18,106,Normal
7536,http,dns,SH,2894,4074,49,43,163,Normal
7969,dns,snmp,S0,2364,316,79,95,29,Normal
4857,dns,irc,RSTR,3959,252,70,58,181,Normal
3188,dns,http,S0,4075,2342,96,44,49,Normal
2619,icmp,http,SF,1332,2066,4,97,97,Normal
3275,smtp,smtp,REJ,737,2765,15,58,89,Normal
6048,udp,dns,RSTO,3156,4186,75,96,8,Normal
8339,udp,irc,OTH,175,1174,4,72,65,Normal
8551,dns,ftp,OTH,644,3138,21,68,38,Normal
9817,dns,irc,SF,1624,1364,78,66,30,Normal
1659,ftp,smtp,SF,2871,4705,87,74,175,Normal
6782,tcp,dns,SH,767,1025,78,18,130,Normal
5049,dns,irc,OTH,255,1638,99,96,73,Normal
5980,ftp,http,S0,1682,2892,38,82,176,Normal
662,icmp,dns,RSTO,3033,2594,97,96,8,Botnet
8274,smtp,telnet,OTH,1567,3069,53,86,224,Normal
3328,dns,ftp,REJ,625,1325,48,33,166,Normal
280,icmp,snmp,REJ,3799,4300,87,58,101,Normal
3432,https,snmp,RSTO,2490,2303,40,86,222,Normal
1697,udp,http,OTH,1391,3690,51,58,235,Normal
1386,dns,dns,SF,365,90,94,87,128,BruteForce
565,tcp,irc,RSTO,1569,239,26,46,200,WebAttack
7997,icmp,telnet,S0,410,28,50,53,192,BruteForce
3236,tcp,dns,RSTR,35,134,67,56,82,BruteForce
5478,dns,telnet,OTH,4291,395,69,44,47,Normal
5775,ftp,smtp,RSTR,4878,2030,22,14,68,Infiltration
5136,icmp,telnet,SF,3135,920,47,90,33,Normal
3705,https,http,SH,2214,4626,90,59,97,Normal
6641,https,telnet,SF,2869,4851,11,7,209,Infiltration
5809,smtp,http,SH,4064,2279,64,98,241,Normal
338,dns,dns,RSTO,1906,620,31,49,122,WebAttack
3424,http,telnet,SF,3891,1907,37,24,240,Normal
6061,smtp,snmp,RSTR,2932,3659,92,93,57,Normal
1985,ftp,ssh,RSTR,2548,1917,70,83,60,Botnet
467,udp,smtp,S0,1704,445,25,48,37,WebAttack
1568,dns,ssh,SF,433,1874,55,13,138,Normal
0,dns,smtp,SH,5219,31,72,71,28,DoS
1679,ftp,snmp,RSTR,3203,1730,18,58,35,Normal
8297,ftp,ssh,REJ,2513,3447,95,30,71,Normal
86,ftp,dns,SH,11318,7,92,86,100,DoS
590,https,http,S0,633,4073,91,68,244,Normal
6628,smtp,http,RSTR,1970,2844,5,9,195,Normal
8445,udp,ftp,RSTO,4729,2727,6,76,42,Normal
6041,smtp,irc,REJ,4467,2065,86,28,253,Normal
3746,tcp,dns,S0,1398,4225,93,81,152,Normal
1089,icmp,ftp,RSTO,349,22,70,58,14,BruteForce
7291,udp,http,REJ,1161,2889,47,4,101,Infiltration
248,ftp,snmp,SH,1855,701,37,25,196,WebAttack
2193,http,ftp,RSTR,648,684,53,80,151,Normal
4640,icmp,snmp,SF,564,1742,53,52,182,Normal
4486,ftp,http,RSTO,2457,2119,90,9,250,Normal
194,https,http,RSTO,1704,328,31,32,163,WebAttack
8729,http,telnet,SH,2805,3949,30,84,100,Normal
2773,http,http,RSTO,234,829,93,84,70,Normal
809,smtp,telnet,OTH,1566,1165,99,89,158,Botnet
1227,ftp,telnet,REJ,3865,3466,61,88,84,Normal
5773,https,ssh,S0,1716,3436,81,4,50,Normal
4548,dns,telnet,OTH,4985,3737,7,12,168,Infiltration
5150,icmp,http,S0,252,17,95,59,103,BruteForce
4066,smtp,ftp,REJ,151,3330,24,92,225,Normal
158,https,snmp,RSTR,3829,872,14,88,21,Normal
4346,ftp,smtp,S0,9,83,96,52,132,BruteForce
7035,http,http,REJ,3644,1600,79,12,54,Normal
847,icmp,smtp,REJ,878,270,25,29,82,WebAttack
2062,icmp,ftp,RSTR,2402,2109,37,8,26,Normal
6004,tcp,ftp,RSTO,51,61,90,54,175,BruteForce
8134,http,ftp,REJ,1267,3281,37,86,26,Normal
4960,https,ftp,S0,4777,305,65,20,24,Normal
7453,tcp,irc,RSTO,614,1440,33,23,173,Infiltration
3065,icmp,smtp,SF,3478,4633,24,66,220,Normal
5543,smtp,telnet,RSTR,4166,1718,43,15,140,Normal
9592,dns,snmp,SH,4813,2014,91,51,24,Normal
3498,tcp,http,S0,3943,6382,6,38,250,Infiltration
363,smtp,http,S0,1360,741,46,43,4,WebAttack
4418,https,http,REJ,3831,508,95,72,245,Normal
72,icmp,snmp,S0,6153,13,72,84,169,DoS
522,udp,http,SH,3661,1126,64,78,190,Botnet
3630,https,telnet,SF,284,3800,34,32,6,Infiltration
6851,ftp,irc,SF,1672,304,69,71,74,Normal
7883,https,telnet,RSTR,776,1024,36,32,148,Normal
316,icmp,dns,SH,1283,511,28,41,97,WebAttack
3491,icmp,ssh,RSTO,1689,1360,31,23,179,Normal
955,icmp,smtp,RSTO,1983,613,43,29,152,WebAttack
8955,https,dns,SF,270,3813,2,57,42,Normal
1829,https,http,RSTO,1656,1240,69,84,80,Botnet
8449,udp,snmp,RSTO,52,31,96,77,106,BruteForce
3817,smtp,http,RSTR,1914,4649,4,20,202,Infiltration
8382,udp,dns,S0,4626,1103,44,53,93,Normal
5432,https,ftp,RSTO,1059,2482,69,6,196,Normal
63,smtp,ssh,SH,5222,88,76,90,190,DoS
353,https,dns,RSTO,1081,465,35,40,99,WebAttack
4116,udp,dns,RSTO,771,4780,85,98,179,Normal
5608,ftp,http,SH,2732,1329,31,6,187,Normal
3260,icmp,smtp,S0,4582,2060,57,8,98,Normal
1718,smtp,irc,OTH,2033,2071,86,84,44,Botnet
220,ftp,ssh,SH,844,467,45,47,214,WebAttack
13,udp,dns,SF,12579,30,70,82,42,DoS
3902,https,smtp,REJ,4342,1225,24,47,192,Normal
3878,smtp,ssh,SF,91,720,40,31,46,Infiltration
3669,ftp,irc,RSTR,4279,1433,9,6,151,Normal
9308,https,ssh,RSTO,2837,1951,15,99,11,Normal
2792,dns,http,SH,2312,1455,20,85,174,Normal
7079,ftp,ftp,SF,3138,3914,6,78,214,Normal
21,ftp,ftp,SH,7398,6,83,94,40,DoS
6599,tcp,telnet,SF,1633,5500,9,21,46,Infiltration
5563,udp,irc,RSTO,3373,857,52,63,35,Normal
945,https,snmp,OTH,1035,911,24,39,18,WebAttack
7019,dns,ssh,SH,4831,2531,77,67,61,Normal
2551,https,ssh,S0,4401,697,52,34,7,Normal
6201,icmp,ftp,SH,2041,2439,92,37,1,Normal
3618,smtp,snmp,RSTR,102,138,55,74,142,BruteForce
3,https,telnet,RSTO,10151,92,78,91,43,DoS
77,tcp,http,OTH,13726,72,93,87,32,DoS
4434,smtp,ftp,SF,1260,1712,91,50,179,Normal
1289,ftp,telnet,RSTO,3822,3802,69,89,10,Botnet
54,udp,snmp,RSTO,11593,10,79,93,215,DoS
558,tcp,http,OTH,701,639,24,29,143,WebAttack
6701,ftp,telnet,REJ,473,338,29,98,135,Normal
2934,tcp,irc,REJ,2243,3485,74,74,131,Normal
82,tcp,snmp,SF,10510,99,85,92,128,DoS
2261,udp,irc,RSTO,2421,2771,82,43,180,Normal
8574,http,irc,RSTO,57,4184,43,97,119,Normal
887,icmp,irc,RSTO,1304,3264,36,9,66,Normal
1374,smtp,irc,RSTO,3001,4249,48,30,103,Normal
1119,http,irc,SH,4338,4971,6,30,125,Normal
1122,http,irc,REJ,254,3038,1,36,82,Normal
4617,https,smtp,S0,3894,1202,82,5,26,Normal
2621,https,snmp,OTH,2154,284,43,53,146,Normal
10,tcp,irc,RSTO,9941,29,71,79,148,DoS
9460,https,http,RSTR,177,3548,69,68,94,Normal
9756,icmp,smtp,RSTR,3750,4617,89,27,80,Normal
1338,udp,ftp,RSTO,1152,2544,94,85,21,Botnet
3982,https,dns,OTH,4844,2683,95,59,169,Normal
7386,dns,telnet,REJ,1880,2278,82,82,229,Normal
5672,udp,snmp,OTH,1950,659,28,82,67,Normal
2621,http,snmp,S0,1075,2741,8,99,18,Normal
8407,udp,dns,SH,3568,1885,40,33,252,Normal
4586,tcp,telnet,SH,1344,4154,72,5,119,Normal
9454,icmp,ftp,SH,4554,1766,46,46,122,Normal
7038,https,smtp,SF,5524,3760,7,25,151,Infiltration
926,udp,snmp,SF,3503,1981,59,50,123,Botnet
122,https,smtp,RSTO,551,937,41,49,242,WebAttack
943,http,ssh,SH,265,864,94,96,248,Normal
6057,icmp,ftp,RSTO,769,2850,52,88,5,Normal
8716,smtp,dns,SF,4419,1390,54,55,52,Normal
6823,smtp,ssh,OTH,1848,5846,7,23,214,Infiltration
5848,tcp,telnet,SH,6680,5341,26,9,62,Infiltration
